Wrong attribute group ID,错误的属性群组 ID
Default option value is not defined,默认选项值未定义
Current module pathname is undefined,当前模块路径名未定义
Current module EAV entity is undefined,当前模块EAV实体未定义
Form code is not defined,表单代码未定义
Entity instance is not defined,实体实例未定义
Invalid form type.,无效的表单类型。
Invalid EAV attribute,无效的 EAV 属性
Attribute with the same code,使用相同代码的属性
Frontend label is not defined,前端标签未定义
Form Element with the same attribute,使用相同属性的表单元素
Form Fieldset with the same code,使用相同代码的表单字段集
Form Type with the same code,使用相同代码的表单类型
"The value of attribute ""%1"" is invalid","属性 ""%1""的值 无效"
EAV types and attributes,AV的类型和属性
Entity types declaration cache.,实体类型声明缓存。
